"COD","tot_IT","NOTackn_IT","acknlgd_IT"
"EC050154",0,0,0
"EC050156",0,0,0
"EC050157",0,0,0
"EC050158",19.7273,19.7273,0
"EC050159",0,0,0
"EC050161",0,0,0
"EC050162",8.4238,8.4238,0
"EC050450",23.2345,23.2345,0
"EC050455",0,0,0
"EC050550",0,0,0
"EC050551",0,0,0
"EC050552",57.0656,57.0656,0
"EC050553",8.1881,8.1881,0
"EC050554",0,0,0
"EC050555",0,0,0
"EC050650",0,0,0
"EC050651",0,0,0
"EC050652",0,0,0
"EC050653",33.8428,33.8428,0
"EC060150",0,0,0
"EC060151",0,0,0
"EC060152",0.5191,0.5191,0
"EC060153",0,0,0
"EC060154",0,0,0
"EC060155",0,0,0
"EC060156",0,0,0
"EC060157",46.3337,46.3337,0
"EC060158",0,0,0
"EC060159",34.832,34.832,0
"EC060160",65.8566,65.8566,0
"EC060161",0,0,0
"EC060251",33.1967,32.8857,0.311
"EC060350",29.0435,29.0435,0
"EC060352",40.8473,40.8473,0
"EC060354",0,0,0
"EC060450",40.9448,40.9448,0
"EC060650",28.9348,28.9348,0
"EC060651",40.8946,40.8946,0
"EC060750",0,0,0
"EC060751",0,0,0
"EC060752",0,0,0
"EC060753",0,0,0
"EC060754",39.5203,39.5203,0
"EC060755",0,0,0
"EC060756",0,0,0
"EC060757",0,0,0
"EC060758",0,0,0
"EC060759",0,0,0
"EC060950",18.2087,18.2087,0
"EC060951",0,0,0
"EC060952",10.0303,10.0303,0
"EC060953",0,0,0
"EC060954",0,0,0
"EC060955",58.8384,58.8384,0
"EC060956",0,0,0
"EC110150",0,0,0
"EC110151",0,0,0
"EC110152",0,0,0
"EC110154",1.4695,1.4695,0
"EC110155",0,0,0
"EC110157",64.6062,64.6062,0
"EC110158",0,0,0
"EC110159",3.1425,3.1425,0
"EC110160",0,0,0
"EC110162",0,0,0
"EC110650",23.3299,0,23.3299
"EC110652",0,0,0
"EC110653",92.1417,0,92.1417
"EC111156",95.4603,95.4603,0
"EC140150",26.0584,26.0584,0
"EC140151",1.1126,1.1126,0
"EC140153",25.4244,25.4244,0
"EC140156",15.4093,15.4093,0
"EC140157",38.7653,0.1295,38.6358
"EC140158",29.174,5.43,23.744
"EC140160",8.3714,8.3714,0
"EC140162",33.4921,0,33.4921
"EC140164",1.7804,1.4187,0.3617
"EC140250",68.1945,0,68.1945
"EC140251",6.4984,2.1852,4.3132
"EC140252",6e-04,0,6e-04
"EC140253",33.3503,0,33.3503
"EC140254",0.0697,0,0.0697
"EC140255",19.8926,0,19.8926
"EC140256",93.1029,0,93.1029
"EC140257",12.8157,1.0753,11.7404
"EC140258",50.2055,0,50.2055
"EC140350",29.4154,0,29.4154
"EC140351",87.7494,0,87.7494
"EC140353",75.24,0,75.24
"EC140356",32.7065,0,32.7065
"EC140357",13.6536,0,13.6536
"EC140358",41.9244,0,41.9244
"EC140450",2.7098,2.7098,0
"EC140451",11.5525,11.5525,0
"EC140452",2.0639,2.0639,0
"EC140454",96.4774,96.4774,0
"EC140455",7.9779,7.9683,0.0096
"EC140550",11.9474,0.0522,11.8952
"EC140551",5.6604,5.6604,0
"EC140552",20.0763,19.9099,0.1664
"EC140553",43.3238,0,43.3238
"EC140554",8.7529,0,8.7529
"EC140556",89.0923,0,89.0923
"EC140557",53.1274,0,53.1274
"EC140650",34.556,0.9385,33.6175
"EC140651",56.2092,0,56.2092
"EC140652",61.1244,0,61.1244
"EC140655",45.9228,6.7505,39.1723
"EC140750",59.7972,0.012,59.7852
"EC140751",85.6585,0,85.6585
"EC140850",26.9245,0,26.9245
"EC140851",42.4071,0,42.4071
"EC140852",99.7925,0,99.7925
"EC140853",0.9203,0,0.9203
"EC140854",8.634,0,8.634
"EC140950",69.568,0,69.568
"EC140951",100,0,100
"EC140952",65.4545,0.1154,65.3391
"EC140953",93.8386,0,93.8386
"EC140954",99.9457,0,99.9457
"EC141050",76.2914,0,76.2914
"EC141051",33.7521,0,33.7521
"EC141052",31.3156,0,31.3156
"EC141150",9.3295,2.4368,6.8927
"EC141250",94.0338,0,94.0338
"EC141251",30.1426,0,30.1426
"EC150150",28.9886,0,28.9886
"EC150151",21.3271,0.3527,20.9744
"EC150153",54.3068,1.5312,52.7756
"EC150154",4.0697,0,4.0697
"EC150155",69.0268,0.0032,69.0236
"EC150156",33.3354,0.256,33.0794
"EC150157",0.4399,0,0.4399
"EC150158",4.7304,0,4.7304
"EC150350",3.9436,0,3.9436
"EC150352",25.8467,0.0295,25.8172
"EC150354",60.9954,0,60.9954
"EC150356",47.9003,29.0251,18.8752
"EC150450",0,0,0
"EC150451",11.484,2.1374,9.3466
"EC150452",0,0,0
"EC150453",58.0936,0,58.0936
"EC150454",0.0704,0,0.0704
"EC150455",0,0,0
"EC150750",0,0,0
"EC150751",0,0,0
"EC150752",4.8413,0,4.8413
"EC150753",5.7343,0,5.7343
"EC150754",0,0,0
"EC150756",0,0,0
"EC150950",0.1658,0,0.1658
"EC160150",3.7234,0,3.7234
"EC160152",99.2039,21.1179,78.086
"EC160154",2.5347,0,2.5347
"EC160155",0,0,0
"EC160156",99.9758,30.8597,69.1161
"EC160157",6.3005,0,6.3005
"EC160158",99.9485,0,99.9485
"EC160159",99.845,53.9691,45.8759
"EC160161",100,54.5573,45.4427
"EC160162",97.0487,0,97.0487
"EC160163",89.6416,0,89.6416
"EC160164",0,0,0
"EC160165",89.7904,0,89.7904
"EC160166",31.2445,6.1679,25.0766
"EC160250",0,0,0
"EC160251",1.4063,0,1.4063
"EC160252",0.3699,0,0.3699
"EC160350",14.252,0,14.252
"EC160351",0,0,0
"EC160450",34.2807,15.7705,18.5102
"EC160451",99.6817,62.4508,37.2309
"EC170253",0,0,0
"EC180150",0,0,0
"EC180151",0,0,0
"EC180152",0,0,0
"EC180153",1.5169,1.5169,0
"EC180154",0,0,0
"EC180155",0,0,0
"EC180156",0,0,0
"EC180157",13.2464,13.2464,0
"EC180158",0,0,0
"EC180159",0,0,0
"EC180160",0,0,0
"EC180161",76.0406,76.0406,0
"EC180162",2.6796,2.6796,0
"EC180163",0,0,0
"EC180164",15.1149,15.1149,0
"EC180165",0,0,0
"EC180166",0,0,0
"EC180167",0,0,0
"EC180168",0,0,0
"EC180250",0,0,0
"EC180251",0,0,0
"EC180252",0,0,0
"EC180253",0,0,0
"EC180254",0,0,0
"EC180350",0,0,0
"EC180450",3.581,3.581,0
"EC180451",0,0,0
"EC180550",0,0,0
"EC180551",0,0,0
"EC180552",0,0,0
"EC180553",0,0,0
"EC180650",0,0,0
"EC180651",0,0,0
"EC180652",0,0,0
"EC180750",0,0,0
"EC180751",0,0,0
"EC180752",0,0,0
"EC180753",0,0,0
"EC180754",0,0,0
"EC180755",0,0,0
"EC180756",0,0,0
"EC180757",0,0,0
"EC180758",0,0,0
"EC180850",0,0,0
"EC180851",0,0,0
"EC180852",0,0,0
"EC180853",0,0,0
"EC180854",0,0,0
"EC180855",0,0,0
"EC180856",0,0,0
"EC180857",0,0,0
"EC180950",0,0,0
"EC180951",0.8687,0.8687,0
"EC190150",0.0471,0,0.0471
"EC190151",22.7389,0,22.7389
"EC190152",38.003,0.3803,37.6227
"EC190153",99.0999,99.0999,0
"EC190155",0.9617,0.9617,0
"EC190156",16.3226,0,16.3226
"EC190158",33.3987,0,33.3987
"EC190250",1.5156,0,1.5156
"EC190251",0.0056,0,0.0056
"EC190252",0,0,0
"EC190254",0,0,0
"EC190256",0,0,0
"EC190259",0.001,0,0.001
"EC190350",22.6867,2.8487,19.838
"EC190351",45.213,10.8108,34.4022
"EC190352",15.5676,3.8774,11.6902
"EC190450",1.0822,1.0822,0
"EC190451",15.6534,1.6126,14.0408
"EC190452",99.2269,99.2269,0
"EC190550",49.8092,0,49.8092
"EC190551",16.4294,0,16.4294
"EC190553",14.2163,0,14.2163
"EC190650",59.8781,0,59.8781
"EC190651",19.4529,0,19.4529
"EC190652",25.1337,0,25.1337
"EC190653",51.8765,0,51.8765
"EC190750",21.4608,0,21.4608
"EC190752",8.6134,0,8.6134
"EC190753",47.4191,0,47.4191
"EC190850",1.7585,0,1.7585
"EC190851",0.0013,0,0.0013
"EC190852",0,0,0
"EC190853",1.4777,0,1.4777
"EC190854",0.4004,0,0.4004
"EC190950",31.0117,0,31.0117
"EC190951",43.5351,0,43.5351
"EC190952",28.082,0,28.082
"EC210150",4.24,2.8418,1.3982
"EC210152",31.8457,0,31.8457
"EC210153",0.2622,0,0.2622
"EC210155",31.0098,21.8351,9.1747
"EC210156",26.0906,23.2602,2.8304
"EC210157",49.7318,29.4948,20.237
"EC210158",37.2373,36.5521,0.6852
"EC210160",4.6014,4.6014,0
"EC210250",53.5255,50.7858,2.7397
"EC210251",0.1306,0.1306,0
"EC210252",49.0933,26.9168,22.1765
"EC210254",30.8305,25.4255,5.405
"EC210350",86.2603,62.206,24.0543
"EC210351",54.4393,42.7728,11.6665
"EC210352",100,93.789,6.211
"EC210353",98.2899,28.6239,69.666
"EC210354",29.2857,29.2857,0
"EC210450",29.4342,0,29.4342
"EC210451",75.4511,18.7488,56.7023
"EC210452",68.5601,50.807,17.7531
"EC210453",57.6167,5.0848,52.5319
"EC210454",0,0,0
"EC210455",4.5588,0,4.5588
"EC210550",0,0,0
"EC210551",0,0,0
"EC210552",35.6171,0.0555,35.5616
"EC210553",39.5138,0.0332,39.4806
"EC210554",0,0,0
"EC210650",69.0918,33.9463,35.1455
"EC210651",0.2847,0.2847,0
"EC210652",0.1766,0.1766,0
"EC210750",56.5135,10.7608,45.7527
"EC210751",99.3314,46.6721,52.6593
"EC210752",68.1513,33.0764,35.0749
"EC220150",1.306,1.306,0
"EC220151",16.8813,14.25,2.6313
"EC220152",25.1262,25.1262,0
"EC220153",52.523,7.7023,44.8207
"EC220154",1.968,1.968,0
"EC220155",97.6562,67.8366,29.8196
"EC220156",2.3188,2.3188,0
"EC220157",74.1754,15.759,58.4164
"EC220158",30.0828,24.7653,5.3175
"EC220159",18.9986,5.2824,13.7162
"EC220160",45.9105,23.6437,22.2668
"EC220161",79.1308,57.9559,21.1749
"EC220250",33.1157,33.1157,0
"EC220251",77.1995,50.6974,26.5021
"EC220252",70.9419,44.2336,26.7083
"EC220253",87.2979,39.5374,47.7605
"EC220254",48.2716,34.3124,13.9592
"EC220255",93.6277,93.6277,0
"EC220350",7.1209,6.7291,0.3918
"EC220351",0.2783,0,0.2783
"EC220352",74.7623,74.7131,0.0492
"EC220353",5.8527,5.8527,0
"EC220354",0.1125,0.0803,0.0322
"EC220355",0.469,0.469,0
"EC220356",22.8787,0.0385,22.8402
"EC220357",0.0048,0,0.0048
"EC220358",13.5574,13.5574,0
"EC220450",68.4817,55.3198,13.1619
"EC220451",52.7819,18.729,34.0529
"EC220452",60.2972,52.2378,8.0594
"EC220453",64.2448,59.7596,4.4852
"EC220454",42.1107,33.7572,8.3535
"EC220455",38.6941,10.9304,27.7637
"GUF1101",12.2258,8.2276,3.9982
"GUF111",30.5732,30.5107,0.0625
"GUF1111",0.0072,0,0.0072
"GUF1121",2e-04,2e-04,0
"GUF1131",0,0,0
"GUF121",17.7012,17.7012,0
"GUF131",13.579,13.3396,0.2394
"GUF141",0.2613,0.2613,0
"GUF151",0.5842,0.5842,0
"GUF161",0.3426,0.3426,0
"GUF171",0,0,0
"GUF181",0.0464,0.0452,0.0012
"GUF191",0,0,0
"GUF211",0,0,0
"GUF221",94.0215,93.6618,0.3597
"GUF231",0,0,0
"GUF241",0.3628,0.3104,0.0524
"GUF251",14.97,14.8819,0.0881
"GUF261",0,0,0
"GUF271",4.1205,4.0566,0.0639
"GUF281",0.0027,0.0027,0
"GY0101",18.7839,2.636,16.1479
"GY0102",13.7796,0,13.7796
"GY0201",29.2833,0,29.2833
"GY0202",16.9111,0,16.9111
"GY0302",4.934,0,4.934
"GY0303",0.1172,0,0.1172
"GY0304",13.9968,0,13.9968
"GY0401",9.0554,0,9.0554
"GY0402",28.426,0,28.426
"GY0501",8.119,0,8.119
"GY0502",0,0,0
"GY0601",0,0,0
"GY0602",0,0,0
"GY0603",0,0,0
"GY0604",0,0,0
"GY0605",0,0,0
"GY0606",18.3307,0,18.3307
"GY0607",0.349,0,0.349
"GY0701",4.6713,1.864,2.8073
"GY0702",14.0224,0,14.0224
"GY0801",33.7397,0,33.7397
"GY0802",5.1604,0,5.1604
"GY0901",39.3821,0,39.3821
"GY0902",22.9706,0,22.9706
"GY1001",7.634,0,7.634
"GY1002",7.6501,0,7.6501
"PE010101",27.9015,0,27.9015
"PE010102",91.2817,0,91.2817
"PE010103",24.2786,0,24.2786
"PE010104",100,0,100
"PE010105",71.6244,0,71.6244
"PE010106",98.6781,0,98.6781
"PE010107",99.9367,0,99.9367
"PE010108",100,0,100
"PE010109",99.9749,0,99.9749
"PE010110",81.164,0,81.164
"PE010111",49.9665,0,49.9665
"PE010112",85.2837,0,85.2837
"PE010113",98.4735,0,98.4735
"PE010114",96.4092,0,96.4092
"PE010115",70.8465,0,70.8465
"PE010116",100,0,100
"PE010117",98.4422,0,98.4422
"PE010118",74.0468,0,74.0468
"PE010119",61.4825,0,61.4825
"PE010120",64.8087,0,64.8087
"PE010121",45.7694,0,45.7694
"PE010201",45.3119,0,45.3119
"PE010202",41.5205,0.4409,41.0796
"PE010203",90.6593,0,90.6593
"PE010204",91.9,0,91.9
"PE010205",83.247,0.1584,83.0886
"PE010206",80.7703,0,80.7703
"PE010301",26.195,0,26.195
"PE010302",92.9083,0,92.9083
"PE010303",83.3643,0,83.3643
"PE010304",100,0,100
"PE010305",43.4859,0,43.4859
"PE010306",66.2588,0,66.2588
"PE010307",66.7558,0,66.7558
"PE010308",22.254,0,22.254
"PE010309",59.9929,0,59.9929
"PE010310",49.381,0,49.381
"PE010311",20.1082,0,20.1082
"PE010312",56.5468,0,56.5468
"PE010401",73.9942,0.0118,73.9824
"PE010402",80.0198,11.8143,68.2055
"PE010403",70.4457,6.2154,64.2303
"PE010501",21.3083,0,21.3083
"PE010502",0,0,0
"PE010503",15.0198,0,15.0198
"PE010504",79.4846,0,79.4846
"PE010505",41.5544,0,41.5544
"PE010506",76.9213,0,76.9213
"PE010507",21.4783,0,21.4783
"PE010508",86.496,0,86.496
"PE010509",28.6703,0,28.6703
"PE010510",58.399,0,58.399
"PE010511",77.8541,0,77.8541
"PE010512",32.4166,0,32.4166
"PE010513",17.1874,0,17.1874
"PE010514",0.2567,0,0.2567
"PE010515",0,0,0
"PE010516",98.8285,0,98.8285
"PE010517",68.6951,0,68.6951
"PE010518",82.091,0,82.091
"PE010519",22.7145,0,22.7145
"PE010520",55.4299,0,55.4299
"PE010521",99.6266,0,99.6266
"PE010522",39.7422,0,39.7422
"PE010523",3.8205,0,3.8205
"PE010601",0,0,0
"PE010602",0,0,0
"PE010603",70.2915,0,70.2915
"PE010604",2.6788,0,2.6788
"PE010605",29.028,0,29.028
"PE010606",30.6841,0,30.6841
"PE010607",37.3002,0,37.3002
"PE010608",0,0,0
"PE010609",0,0,0
"PE010610",0,0,0
"PE010611",0,0,0
"PE010612",13.2047,0,13.2047
"PE010701",0,0,0
"PE010702",38.6627,0,38.6627
"PE010703",0,0,0
"PE010704",0,0,0
"PE010705",0.018,0,0.018
"PE010706",0,0,0
"PE010707",0,0,0
"PE020105",0,0,0
"PE020108",0,0,0
"PE020301",0.5974,0,0.5974
"PE020302",4.1675,0,4.1675
"PE020303",5.0354,0,5.0354
"PE020304",0.1776,0,0.1776
"PE020305",70.9826,0,70.9826
"PE020306",37.307,0,37.307
"PE020401",5.8168,0,5.8168
"PE020402",3.0158,0,3.0158
"PE020508",24.4601,0,24.4601
"PE020606",0,0,0
"PE020608",0,0,0
"PE020609",0,0,0
"PE020701",43.6898,0,43.6898
"PE020702",18.1017,0,18.1017
"PE020703",17.4726,0,17.4726
"PE021001",11.9613,0,11.9613
"PE021002",73.6776,4.1745,69.5031
"PE021003",33.8597,0,33.8597
"PE021004",19.6631,0,19.6631
"PE021005",65.1882,0,65.1882
"PE021006",97.869,0,97.869
"PE021007",87.9968,0,87.9968
"PE021008",4.2748,0,4.2748
"PE021009",27.9013,0,27.9013
"PE021010",71.9389,0,71.9389
"PE021011",40.9675,0,40.9675
"PE021012",37.5957,0,37.5957
"PE021013",77.7716,0,77.7716
"PE021014",33.9861,0,33.9861
"PE021015",73.4984,0,73.4984
"PE021016",10.6246,7.4518,3.1728
"PE021210",0,0,0
"PE021301",0,0,0
"PE021302",50.9238,0.0581,50.8657
"PE021303",63.763,0,63.763
"PE021304",24.276,6.6841,17.5919
"PE021305",0,0,0
"PE021306",17.7879,0,17.7879
"PE021307",36.0848,0,36.0848
"PE021308",0.0052,0,0.0052
"PE021503",51.6736,0,51.6736
"PE021509",12.6235,0,12.6235
"PE021601",43.4933,0,43.4933
"PE021602",38.5972,0,38.5972
"PE021603",53.1607,0.0151,53.1456
"PE021604",11.4483,11.246,0.2023
"PE021710",0,0,0
"PE021901",9.1178,0,9.1178
"PE021902",17.4827,0,17.4827
"PE021903",16.7373,0,16.7373
"PE021904",67.4238,0,67.4238
"PE021905",6.5681,0,6.5681
"PE021906",29.0047,0,29.0047
"PE021907",1.9081,0,1.9081
"PE021908",73.2202,8.2001,65.0201
"PE021909",2.6827,0,2.6827
"PE021910",70.5136,0,70.5136
"PE022008",8.3638,0,8.3638
"PE030101",33.2249,0,33.2249
"PE030102",96.5202,0,96.5202
"PE030103",75.6896,0,75.6896
"PE030104",1.1285,0,1.1285
"PE030105",18.3363,1.4211,16.9152
"PE030106",82.8193,0,82.8193
"PE030107",85.669,0,85.669
"PE030108",49.8755,0,49.8755
"PE030109",0.4429,0,0.4429
"PE030201",50.7289,8.3644,42.3645
"PE030202",77.1843,0,77.1843
"PE030203",24.3424,0,24.3424
"PE030204",51.8377,5.4241,46.4136
"PE030205",80.0563,0,80.0563
"PE030206",0.1472,0,0.1472
"PE030207",70.9566,0.035,70.9216
"PE030208",40.7397,12.5333,28.2064
"PE030209",32.9554,4.1941,28.7613
"PE030210",0,0,0
"PE030211",0,0,0
"PE030212",0.6732,0,0.6732
"PE030213",31.6493,0,31.6493
"PE030214",0,0,0
"PE030215",19.5838,0,19.5838
"PE030216",28.9311,0,28.9311
"PE030217",27.0379,0,27.0379
"PE030218",99.9919,0.3961,99.5958
"PE030219",2.2662,0,2.2662
"PE030220",7.3773,0,7.3773
"PE030301",37.5502,37.5502,0
"PE030302",0,0,0
"PE030303",12.3746,12.3746,0
"PE030304",4.4916,4.4916,0
"PE030305",8.3426,0.7951,7.5475
"PE030306",0,0,0
"PE030307",0,0,0
"PE030401",0,0,0
"PE030402",0,0,0
"PE030403",0,0,0
"PE030404",41.312,0,41.312
"PE030405",0.0186,0,0.0186
"PE030406",0,0,0
"PE030407",0,0,0
"PE030408",0,0,0
"PE030409",0,0,0
"PE030410",0,0,0
"PE030411",0.2928,0,0.2928
"PE030412",0,0,0
"PE030413",0,0,0
"PE030414",0.0133,0,0.0133
"PE030415",70.4302,0,70.4302
"PE030416",0,0,0
"PE030417",0,0,0
"PE030501",7.0867,3.7268,3.3599
"PE030502",25.5929,0.065,25.5279
"PE030503",66.4333,0,66.4333
"PE030504",27.4619,6e-04,27.4613
"PE030505",40.2633,3.0997,37.1636
"PE030506",71.2999,0,71.2999
"PE030601",5.2493,0,5.2493
"PE030602",8.5783,0,8.5783
"PE030603",26.9306,0,26.9306
"PE030604",22.8688,0,22.8688
"PE030605",3.0403,0,3.0403
"PE030606",46.4529,0,46.4529
"PE030607",42.6883,0,42.6883
"PE030608",3.3875,0,3.3875
"PE030609",75.732,0,75.732
"PE030610",45.9933,0,45.9933
"PE030611",0,0,0
"PE030701",0.3752,0,0.3752
"PE030702",27.4575,0,27.4575
"PE030703",16.9799,0,16.9799
"PE030704",0.4256,0,0.4256
"PE030705",0,0,0
"PE030706",0.0622,0,0.0622
"PE030707",0,0,0
"PE030708",8.7111,0,8.7111
"PE030709",0,0,0
"PE030710",0,0,0
"PE030711",0,0,0
"PE030712",0,0,0
"PE030713",0,0,0
"PE030714",0.5505,0,0.5505
"PE040404",97.3571,0,97.3571
"PE040406",49.7164,0,49.7164
"PE040409",98.1403,0,98.1403
"PE040505",21.0424,0,21.0424
"PE040510",0,0,0
"PE040515",0,0,0
"PE040603",93.5154,0,93.5154
"PE040806",48.8132,0.307,48.5062
"PE050101",43.5326,0,43.5326
"PE050102",44.8168,7.6287,37.1881
"PE050103",39.6421,0,39.6421
"PE050104",46.2869,0,46.2869
"PE050105",45.8567,2.312,43.5447
"PE050106",11.0595,0,11.0595
"PE050107",13.1051,0,13.1051
"PE050108",40.3405,0,40.3405
"PE050109",64.8268,44.3333,20.4935
"PE050110",27.1741,0,27.1741
"PE050111",85.69,2.3969,83.2931
"PE050112",61.4664,0.003,61.4634
"PE050113",40.6296,0,40.6296
"PE050114",77.3374,0.0534,77.284
"PE050115",54.864,0,54.864
"PE050116",18.7404,0,18.7404
"PE050201",69.9003,4.1687,65.7316
"PE050202",83.2937,0.4359,82.8578
"PE050203",66.7781,0,66.7781
"PE050204",36.9599,0,36.9599
"PE050205",53.1737,7.4255,45.7482
"PE050206",4.1771,0,4.1771
"PE050301",1.0918,0,1.0918
"PE050302",59.3109,0,59.3109
"PE050303",3.132,0,3.132
"PE050304",95.6914,0,95.6914
"PE050401",65.2532,3.0742,62.179
"PE050402",4.929,0.0241,4.9049
"PE050403",43.4886,0.1954,43.2932
"PE050404",20.5389,8.2497,12.2892
"PE050405",35.4603,0,35.4603
"PE050406",63.1754,6.3641,56.8113
"PE050407",30.3672,0,30.3672
"PE050408",0.027,0,0.027
"PE050409",3.6942,3.6942,0
"PE050410",52.1795,0.0373,52.1422
"PE050411",1.3131,0,1.3131
"PE050412",60.1929,11.1959,48.997
"PE050501",25.2476,0,25.2476
"PE050502",18.7932,0,18.7932
"PE050503",4e-04,0,4e-04
"PE050504",43.2176,3.0753,40.1423
"PE050505",12.1309,0,12.1309
"PE050506",0.0727,0,0.0727
"PE050507",0,0,0
"PE050508",23.412,11.8581,11.5539
"PE050509",0.0232,0,0.0232
"PE050510",12.2168,0,12.2168
"PE050511",0.0234,0,0.0234
"PE050602",33.0667,0,33.0667
"PE050603",8.9445,0,8.9445
"PE050604",0.0111,0,0.0111
"PE050606",26.7184,0,26.7184
"PE050608",0,0,0
"PE050611",23.0129,0,23.0129
"PE050618",11.8291,0,11.8291
"PE050620",0,0,0
"PE050901",8.0089,0,8.0089
"PE050902",0,0,0
"PE050903",0,0,0
"PE050904",0,0,0
"PE050905",0,0,0
"PE050906",0,0,0
"PE050907",0,0,0
"PE050908",0,0,0
"PE050909",0,0,0
"PE050910",0,0,0
"PE050911",0,0,0
"PE051001",17.1391,0,17.1391
"PE051002",95.6908,0,95.6908
"PE051003",3.4633,0,3.4633
"PE051004",0,0,0
"PE051005",66.4203,0,66.4203
"PE051006",3.0756,0,3.0756
"PE051007",0.0251,0,0.0251
"PE051008",27.1457,0,27.1457
"PE051009",19.336,0,19.336
"PE051010",80.026,0,80.026
"PE051011",51.2884,0,51.2884
"PE051012",20.0742,0,20.0742
"PE051101",67.7325,6.5927,61.1398
"PE051102",83.7912,0,83.7912
"PE051103",17.3823,0.2142,17.1681
"PE051104",67.6059,0,67.6059
"PE051105",51.5374,0,51.5374
"PE051106",10.9104,0,10.9104
"PE051107",78.647,4.5193,74.1277
"PE051108",37.0044,0.0045,36.9999
"PE060101",4.44,0.3835,4.0565
"PE060105",10.3876,0,10.3876
"PE060106",4.1582,0,4.1582
"PE060107",0.0158,0,0.0158
"PE060108",0.0028,0,0.0028
"PE060110",0,0,0
"PE060111",36.2694,0,36.2694
"PE060201",33.6093,0,33.6093
"PE060202",1.2713,0.1397,1.1316
"PE060203",6.2017,0,6.2017
"PE060204",5.2373,0,5.2373
"PE060301",3.76,0,3.76
"PE060302",0,0,0
"PE060303",0,0,0
"PE060304",5.0399,0,5.0399
"PE060305",15.7156,0,15.7156
"PE060306",0,0,0
"PE060307",0,0,0
"PE060308",0.1948,0,0.1948
"PE060309",50.6703,0,50.6703
"PE060310",3.4505,0,3.4505
"PE060311",28.5462,0,28.5462
"PE060312",0,0,0
"PE060401",11.7545,0,11.7545
"PE060402",0,0,0
"PE060403",0,0,0
"PE060404",0.2042,0,0.2042
"PE060405",0,0,0
"PE060406",0,0,0
"PE060407",0.6759,0,0.6759
"PE060408",0.2033,0,0.2033
"PE060409",0.372,0,0.372
"PE060410",1.7386,0,1.7386
"PE060413",0,0,0
"PE060414",0,0,0
"PE060415",3.0284,0,3.0284
"PE060417",0,0,0
"PE060419",0,0,0
"PE060601",8.9383,0,8.9383
"PE060602",0,0,0
"PE060603",0,0,0
"PE060604",70.2179,0,70.2179
"PE060605",0,0,0
"PE060606",0,0,0
"PE060607",0.4439,0.4439,0
"PE060608",0,0,0
"PE060609",0.5674,0,0.5674
"PE060610",0,0,0
"PE060611",0,0,0
"PE060612",0.2359,0,0.2359
"PE060613",0.2671,0,0.2671
"PE060614",20.5286,0,20.5286
"PE060615",0,0,0
"PE060701",0,0,0
"PE060702",4.9047,0,4.9047
"PE060703",35.6682,0,35.6682
"PE060801",0,0,0
"PE060802",0.0393,0,0.0393
"PE060803",0.063,0,0.063
"PE060804",0,0,0
"PE060805",0,0,0
"PE060806",0,0,0
"PE060807",11.0895,0.2598,10.8297
"PE060808",0.836,0.836,0
"PE060809",37.3161,0,37.3161
"PE060810",49.4191,0,49.4191
"PE060811",0,0,0
"PE060812",77.8998,0,77.8998
"PE060901",0.3197,0,0.3197
"PE060902",45.5508,0,45.5508
"PE060903",57.8764,0,57.8764
"PE060904",0.6871,0,0.6871
"PE060905",0.363,0,0.363
"PE060906",63.4535,0,63.4535
